timestamp,value,stat_anomaly,if_anomaly,alert_reason
2014-05-18 19:09:00,86.834,True,True,Critical: Both methods flagged
2014-05-18 20:09:00,85.20100000000002,True,True,Critical: Both methods flagged
2014-05-18 21:09:00,86.271,True,True,Critical: Both methods flagged
2014-05-18 22:09:00,86.21799999999998,True,True,Critical: Both methods flagged
2014-05-18 23:09:00,86.334,True,True,Critical: Both methods flagged
2014-05-19 00:09:00,86.118,True,True,Critical: Both methods flagged
2014-05-19 01:09:00,86.333,True,True,Critical: Both methods flagged
2014-05-19 02:09:00,85.834,True,True,Critical: Both methods flagged
2014-05-19 03:09:00,87.167,True,True,Critical: Both methods flagged
2014-05-19 04:09:00,86.384,True,True,Critical: Both methods flagged
2014-05-19 05:09:00,85.618,True,True,Critical: Both methods flagged
2014-05-19 06:09:00,86.271,True,True,Critical: Both methods flagged
2014-05-19 07:09:00,86.723,True,True,Critical: Both methods flagged
2014-05-19 08:09:00,85.833,True,True,Critical: Both methods flagged
2014-05-19 09:09:00,86.333,True,True,Critical: Both methods flagged
2014-05-19 10:09:00,86.118,True,True,Critical: Both methods flagged
2014-05-19 11:09:00,86.387,True,True,Critical: Both methods flagged
2014-05-19 12:09:00,86.5,True,True,Critical: Both methods flagged
2014-05-19 13:09:00,92.833,True,True,Critical: Both methods flagged
2014-05-19 14:09:00,92.881,True,True,Critical: Both methods flagged
2014-05-19 15:09:00,93.0,True,True,Critical: Both methods flagged
2014-05-19 16:09:00,93.333,True,True,Critical: Both methods flagged
2014-05-19 17:09:00,100.0,True,True,Critical: Both methods flagged
2014-05-19 18:09:00,93.22,True,True,Critical: Both methods flagged
2014-05-19 19:09:00,93.0,True,True,Critical: Both methods flagged
2014-05-19 20:09:00,93.0,True,True,Critical: Both methods flagged
2014-05-19 21:09:00,100.0,True,True,Critical: Both methods flagged
2014-05-19 22:09:00,100.0,True,True,Critical: Both methods flagged
2014-05-20 00:09:00,100.0,True,True,Critical: Both methods flagged
2014-05-20 01:09:00,100.0,True,True,Critical: Both methods flagged
2014-05-20 02:09:00,100.0,True,True,Critical: Both methods flagged
2014-05-20 03:09:00,100.0,True,True,Critical: Both methods flagged
2014-05-20 04:09:00,100.0,True,True,Critical: Both methods flagged
2014-05-20 05:09:00,100.0,True,True,Critical: Both methods flagged
2014-05-20 06:09:00,100.0,True,True,Critical: Both methods flagged
2014-05-20 07:09:00,100.0,True,True,Critical: Both methods flagged
2014-05-20 08:09:00,100.0,True,True,Critical: Both methods flagged
2014-05-20 09:09:00,100.0,True,True,Critical: Both methods flagged
2014-05-20 10:09:00,100.0,True,True,Critical: Both methods flagged
2014-05-20 11:09:00,100.0,True,True,Critical: Both methods flagged
2014-05-20 12:09:00,100.0,True,True,Critical: Both methods flagged
2014-05-20 13:09:00,100.0,True,True,Critical: Both methods flagged
2014-05-20 14:09:00,100.0,True,True,Critical: Both methods flagged
2014-05-20 15:09:00,100.0,True,True,Critical: Both methods flagged
2014-05-20 16:09:00,100.0,True,True,Critical: Both methods flagged
2014-05-20 17:09:00,100.0,True,True,Critical: Both methods flagged
2014-05-20 18:09:00,100.0,True,True,Critical: Both methods flagged
2014-05-20 19:09:00,100.0,True,True,Critical: Both methods flagged
2014-05-20 20:09:00,100.0,True,True,Critical: Both methods flagged
2014-05-20 21:09:00,100.0,True,True,Critical: Both methods flagged
2014-05-20 22:09:00,100.0,True,True,Critical: Both methods flagged
2014-05-20 23:09:00,100.0,True,True,Critical: Both methods flagged
2014-05-21 00:09:00,100.0,True,True,Critical: Both methods flagged
2014-05-21 01:09:00,100.0,True,True,Critical: Both methods flagged
2014-05-21 02:09:00,100.0,True,True,Critical: Both methods flagged
2014-05-21 03:09:00,100.0,True,True,Critical: Both methods flagged
2014-05-21 04:09:00,100.0,True,True,Critical: Both methods flagged
2014-05-21 05:09:00,100.0,True,True,Critical: Both methods flagged
2014-05-21 06:09:00,100.0,True,True,Critical: Both methods flagged
2014-05-21 07:09:00,100.0,True,True,Critical: Both methods flagged
2014-05-21 08:09:00,100.0,True,True,Critical: Both methods flagged
2014-05-21 09:09:00,100.0,True,True,Critical: Both methods flagged
2014-05-21 10:09:00,100.0,True,True,Critical: Both methods flagged
2014-05-21 11:09:00,100.0,True,True,Critical: Both methods flagged
2014-05-21 12:09:00,100.0,True,True,Critical: Both methods flagged
2014-05-21 13:09:00,100.0,True,True,Critical: Both methods flagged
2014-05-21 14:09:00,100.0,True,True,Critical: Both methods flagged
2014-05-21 15:09:00,100.0,True,True,Critical: Both methods flagged
2014-05-21 16:09:00,100.0,True,True,Critical: Both methods flagged
2014-05-21 17:09:00,100.0,True,True,Critical: Both methods flagged
2014-05-21 18:09:00,100.0,True,True,Critical: Both methods flagged
2014-05-21 19:09:00,100.0,True,True,Critical: Both methods flagged
2014-05-21 20:09:00,100.0,True,True,Critical: Both methods flagged
2014-05-21 21:09:00,100.0,True,True,Critical: Both methods flagged
2014-05-21 22:09:00,100.0,True,True,Critical: Both methods flagged
2014-05-21 23:09:00,100.0,True,True,Critical: Both methods flagged
2014-05-22 00:09:00,100.0,True,True,Critical: Both methods flagged
2014-05-22 01:09:00,100.0,True,True,Critical: Both methods flagged
2014-05-22 02:09:00,100.0,True,True,Critical: Both methods flagged
2014-05-22 03:09:00,100.0,True,True,Critical: Both methods flagged
2014-05-22 04:09:00,100.0,True,True,Critical: Both methods flagged
2014-05-22 05:09:00,100.0,True,True,Critical: Both methods flagged
2014-05-22 06:09:00,100.0,True,True,Critical: Both methods flagged
2014-05-22 07:09:00,100.0,True,True,Critical: Both methods flagged
2014-05-22 08:09:00,100.0,True,True,Critical: Both methods flagged
2014-05-22 09:09:00,100.0,True,True,Critical: Both methods flagged
2014-05-22 10:09:00,100.0,True,True,Critical: Both methods flagged
2014-05-22 11:09:00,100.0,True,True,Critical: Both methods flagged
2014-05-22 12:09:00,100.0,True,True,Critical: Both methods flagged
2014-05-22 13:09:00,100.0,True,True,Critical: Both methods flagged
2014-05-22 15:09:00,100.0,True,True,Critical: Both methods flagged
2014-05-22 16:09:00,100.0,True,True,Critical: Both methods flagged
2014-05-22 17:09:00,100.0,True,True,Critical: Both methods flagged
2014-05-22 18:09:00,100.0,True,True,Critical: Both methods flagged
2014-05-22 19:09:00,100.0,True,True,Critical: Both methods flagged
2014-05-22 20:09:00,100.0,True,True,Critical: Both methods flagged
2014-05-22 21:09:00,100.0,True,True,Critical: Both methods flagged
2014-05-22 22:09:00,100.0,True,True,Critical: Both methods flagged
2014-05-22 23:09:00,100.0,True,True,Critical: Both methods flagged
2014-05-23 00:09:00,100.0,True,True,Critical: Both methods flagged
2014-05-23 01:09:00,100.0,True,True,Critical: Both methods flagged
2014-05-23 02:09:00,100.0,True,True,Critical: Both methods flagged
2014-05-23 03:09:00,100.0,True,True,Critical: Both methods flagged
2014-05-23 04:09:00,100.0,True,True,Critical: Both methods flagged
2014-05-23 05:09:00,100.0,True,True,Critical: Both methods flagged
2014-05-23 06:09:00,100.0,True,True,Critical: Both methods flagged
2014-05-23 07:09:00,100.0,True,True,Critical: Both methods flagged
2014-05-23 08:09:00,100.0,True,True,Critical: Both methods flagged
2014-05-23 09:09:00,100.0,True,True,Critical: Both methods flagged
2014-05-23 10:09:00,100.0,True,True,Critical: Both methods flagged
2014-05-23 11:09:00,100.0,True,True,Critical: Both methods flagged
2014-05-23 12:09:00,100.0,True,True,Critical: Both methods flagged
2014-05-23 13:09:00,100.0,True,True,Critical: Both methods flagged
2014-05-23 14:09:00,100.0,True,True,Critical: Both methods flagged
2014-05-23 15:09:00,100.0,True,True,Critical: Both methods flagged
2014-05-23 16:09:00,100.0,True,True,Critical: Both methods flagged
2014-05-23 16:14:00,70.937,True,False,Warning: Statistical threshold
2014-05-23 17:09:00,100.0,True,True,Critical: Both methods flagged
2014-05-23 18:09:00,100.0,True,True,Critical: Both methods flagged
2014-05-23 18:14:00,72.598,True,False,Warning: Statistical threshold
2014-05-23 19:09:00,100.0,True,True,Critical: Both methods flagged
2014-05-23 20:09:00,100.0,True,True,Critical: Both methods flagged
2014-05-23 20:14:00,72.335,True,False,Warning: Statistical threshold
2014-05-23 20:59:00,72.613,True,False,Warning: Statistical threshold
2014-05-23 21:04:00,100.0,True,True,Critical: Both methods flagged
2014-05-23 21:09:00,100.0,True,True,Critical: Both methods flagged
2014-05-23 21:14:00,85.887,True,True,Critical: Both methods flagged
2014-05-23 21:19:00,79.4755,True,True,Critical: Both methods flagged
2014-05-27 02:09:00,73.429,True,False,Warning: Statistical threshold
2014-05-27 05:09:00,72.834,True,False,Warning: Statistical threshold
2014-05-27 07:09:00,72.668,True,False,Warning: Statistical threshold
2014-05-27 10:09:00,72.472,True,False,Warning: Statistical threshold
2014-05-27 12:09:00,72.053,True,False,Warning: Statistical threshold
2014-05-27 13:09:00,71.666,True,False,Warning: Statistical threshold
2014-05-27 14:09:00,71.667,True,False,Warning: Statistical threshold
2014-05-27 15:09:00,72.667,True,False,Warning: Statistical threshold
2014-05-27 16:09:00,72.613,True,False,Warning: Statistical threshold
2014-05-27 17:09:00,72.505,True,False,Warning: Statistical threshold
2014-05-27 18:09:00,71.834,True,False,Warning: Statistical threshold
2014-05-27 19:09:00,73.003,True,False,Warning: Statistical threshold
2014-05-27 20:09:00,73.5,True,False,Warning: Statistical threshold
2014-05-27 21:09:00,73.157,True,False,Warning: Statistical threshold
2014-05-27 22:09:00,74.429,True,False,Warning: Statistical threshold
2014-05-27 23:09:00,72.5,True,False,Warning: Statistical threshold
2014-05-28 00:09:00,73.334,True,False,Warning: Statistical threshold
2014-05-28 01:09:00,71.834,True,False,Warning: Statistical threshold
2014-05-28 02:09:00,72.166,True,False,Warning: Statistical threshold
2014-05-28 03:09:00,72.94800000000002,True,False,Warning: Statistical threshold
2014-05-28 04:09:00,73.818,True,False,Warning: Statistical threshold
2014-05-28 05:09:00,73.167,True,False,Warning: Statistical threshold
2014-05-28 06:09:00,73.667,True,False,Warning: Statistical threshold
2014-05-28 07:09:00,79.667,True,True,Critical: Both methods flagged
2014-05-28 08:09:00,78.782,True,True,Critical: Both methods flagged
2014-05-28 09:09:00,71.926,True,False,Warning: Statistical threshold
2014-05-28 10:09:00,85.5,True,True,Critical: Both methods flagged
2014-05-28 11:09:00,81.107,True,True,Critical: Both methods flagged
2014-05-28 12:09:00,79.501,True,True,Critical: Both methods flagged
2014-05-28 13:09:00,73.667,True,False,Warning: Statistical threshold
2014-05-28 14:09:00,79.167,True,True,Critical: Both methods flagged
2014-05-28 15:09:00,79.942,True,True,Critical: Both methods flagged
2014-05-28 16:09:00,73.666,True,False,Warning: Statistical threshold
2014-05-28 17:09:00,86.28200000000002,True,True,Critical: Both methods flagged
2014-05-28 18:09:00,86.387,True,True,Critical: Both methods flagged
2014-05-28 19:09:00,86.0,True,True,Critical: Both methods flagged
2014-05-28 20:09:00,86.28200000000002,True,True,Critical: Both methods flagged
2014-05-28 21:09:00,85.5,True,True,Critical: Both methods flagged
2014-05-28 22:09:00,87.274,True,True,Critical: Both methods flagged
2014-05-28 23:09:00,87.431,True,True,Critical: Both methods flagged
2014-05-29 00:09:00,87.667,True,True,Critical: Both methods flagged
2014-05-29 01:09:00,86.167,True,True,Critical: Both methods flagged
2014-05-29 02:09:00,85.833,True,True,Critical: Both methods flagged
2014-05-29 03:09:00,86.28200000000002,True,True,Critical: Both methods flagged
2014-05-29 04:09:00,86.334,True,True,Critical: Both methods flagged
2014-05-29 05:09:00,86.167,True,True,Critical: Both methods flagged
2014-05-29 06:09:00,86.381,True,True,Critical: Both methods flagged
2014-05-29 07:09:00,86.334,True,True,Critical: Both methods flagged
2014-05-29 08:09:00,85.833,True,True,Critical: Both methods flagged
2014-05-29 09:09:00,86.5,True,True,Critical: Both methods flagged
2014-05-29 10:09:00,86.5,True,True,Critical: Both methods flagged
2014-05-29 11:09:00,85.709,True,True,Critical: Both methods flagged
2014-05-29 12:09:00,84.02799999999998,True,True,Critical: Both methods flagged
2014-05-29 13:09:00,86.167,True,True,Critical: Both methods flagged
2014-05-29 14:09:00,86.834,True,True,Critical: Both methods flagged
2014-05-29 15:09:00,86.5,True,True,Critical: Both methods flagged
2014-05-29 16:09:00,92.833,True,True,Critical: Both methods flagged
2014-05-29 17:09:00,93.167,True,True,Critical: Both methods flagged
2014-05-29 18:09:00,93.5,True,True,Critical: Both methods flagged
2014-05-29 19:09:00,93.167,True,True,Critical: Both methods flagged
2014-05-29 20:09:00,87.167,True,True,Critical: Both methods flagged
2014-05-29 21:09:00,93.5,True,True,Critical: Both methods flagged
2014-05-29 22:09:00,92.833,True,True,Critical: Both methods flagged
2014-05-29 23:09:00,93.333,True,True,Critical: Both methods flagged
2014-05-29 23:59:00,71.874,True,False,Warning: Statistical threshold
2014-05-30 00:04:00,100.0,True,True,Critical: Both methods flagged
2014-05-30 00:09:00,100.0,True,True,Critical: Both methods flagged
2014-05-30 00:14:00,82.77799999999998,True,True,Critical: Both methods flagged
2014-05-30 01:09:00,72.166,True,False,Warning: Statistical threshold
2014-05-30 02:09:00,72.12,True,False,Warning: Statistical threshold
2014-05-30 03:09:00,100.0,True,True,Critical: Both methods flagged
2014-05-30 04:09:00,72.505,True,False,Warning: Statistical threshold
2014-05-30 05:09:00,72.12100000000002,True,False,Warning: Statistical threshold
2014-05-30 06:09:00,72.39,True,False,Warning: Statistical threshold
2014-05-30 07:09:00,72.007,True,False,Warning: Statistical threshold
2014-05-30 08:09:00,72.559,True,False,Warning: Statistical threshold
2014-05-30 09:09:00,72.168,True,False,Warning: Statistical threshold
2014-05-30 10:09:00,72.39,True,False,Warning: Statistical threshold
2014-05-30 11:09:00,78.833,True,False,Warning: Statistical threshold
2014-05-30 12:09:00,72.28399999999998,True,False,Warning: Statistical threshold
2014-05-30 13:09:00,71.83800000000002,True,False,Warning: Statistical threshold
2014-05-30 14:09:00,78.499,True,False,Warning: Statistical threshold
2014-05-30 15:09:00,72.005,True,False,Warning: Statistical threshold
2014-05-30 16:09:00,71.95,True,False,Warning: Statistical threshold
2014-05-30 17:09:00,78.78399999999998,True,True,Critical: Both methods flagged
2014-05-30 18:09:00,72.165,True,False,Warning: Statistical threshold
2014-05-30 19:09:00,78.78699999999998,True,True,Critical: Both methods flagged
2014-05-30 21:09:00,71.999,True,False,Warning: Statistical threshold
2014-05-30 22:09:00,79.502,True,True,Critical: Both methods flagged
2014-05-31 00:09:00,72.167,True,False,Warning: Statistical threshold
2014-05-31 01:09:00,71.833,True,False,Warning: Statistical threshold
2014-05-31 02:09:00,79.22,True,True,Critical: Both methods flagged
2014-05-31 03:09:00,78.501,True,False,Warning: Statistical threshold
2014-05-31 04:09:00,79.28699999999998,True,True,Critical: Both methods flagged
2014-05-31 05:09:00,78.666,True,False,Warning: Statistical threshold
2014-05-31 06:09:00,78.833,True,False,Warning: Statistical threshold
2014-05-31 08:09:00,79.053,True,True,Critical: Both methods flagged
2014-05-31 09:09:00,78.94800000000002,True,True,Critical: Both methods flagged
2014-05-31 10:09:00,78.835,True,False,Warning: Statistical threshold
2014-05-31 11:09:00,79.047,True,True,Critical: Both methods flagged
2014-05-31 12:09:00,78.714,True,True,Critical: Both methods flagged
2014-05-31 13:09:00,72.546,True,False,Warning: Statistical threshold
2014-05-31 14:09:00,78.714,True,True,Critical: Both methods flagged
2014-05-31 15:09:00,78.714,True,True,Critical: Both methods flagged
2014-05-31 16:09:00,72.225,True,False,Warning: Statistical threshold
2014-05-31 17:09:00,78.671,True,True,Critical: Both methods flagged
2014-05-31 18:09:00,79.281,True,True,Critical: Both methods flagged
2014-05-31 20:09:00,78.94800000000002,True,True,Critical: Both methods flagged
2014-05-31 21:09:00,79.167,True,True,Critical: Both methods flagged
2014-05-31 22:09:00,86.167,True,True,Critical: Both methods flagged
2014-05-31 23:09:00,78.83800000000002,True,False,Warning: Statistical threshold
2014-06-01 00:09:00,78.884,True,True,Critical: Both methods flagged
2014-06-01 01:09:00,79.005,True,True,Critical: Both methods flagged
2014-06-01 03:09:00,79.0,True,True,Critical: Both methods flagged
2014-06-01 04:09:00,78.714,True,True,Critical: Both methods flagged
2014-06-01 05:09:00,86.0,True,True,Critical: Both methods flagged
2014-06-01 06:09:00,78.714,True,True,Critical: Both methods flagged
2014-06-01 07:09:00,85.833,True,True,Critical: Both methods flagged
2014-06-01 08:09:00,78.833,True,False,Warning: Statistical threshold
2014-06-01 09:09:00,78.78699999999998,True,True,Critical: Both methods flagged
2014-06-01 10:09:00,85.833,True,True,Critical: Both methods flagged
2014-06-01 12:09:00,78.78399999999998,True,True,Critical: Both methods flagged
2014-06-01 13:09:00,85.95100000000002,True,True,Critical: Both methods flagged
2014-06-01 14:09:00,85.884,True,True,Critical: Both methods flagged
2014-06-01 15:09:00,78.833,True,False,Warning: Statistical threshold
2014-06-01 16:09:00,79.002,True,True,Critical: Both methods flagged
2014-06-01 17:09:00,86.04799999999999,True,True,Critical: Both methods flagged
2014-06-01 18:09:00,85.95100000000002,True,True,Critical: Both methods flagged
2014-06-01 19:09:00,78.789,True,True,Critical: Both methods flagged
2014-06-01 20:09:00,86.21799999999998,True,True,Critical: Both methods flagged
2014-06-01 21:09:00,85.95100000000002,True,True,Critical: Both methods flagged
2014-06-01 22:09:00,79.0,True,True,Critical: Both methods flagged
2014-06-01 23:09:00,86.334,True,True,Critical: Both methods flagged
2014-06-02 00:09:00,85.78399999999998,True,True,Critical: Both methods flagged
2014-06-02 02:09:00,85.833,True,True,Critical: Both methods flagged
2014-06-02 03:09:00,86.00200000000002,True,True,Critical: Both methods flagged
2014-06-02 04:09:00,85.833,True,True,Critical: Both methods flagged
2014-06-02 05:09:00,86.053,True,True,Critical: Both methods flagged
2014-06-02 06:09:00,86.051,True,True,Critical: Both methods flagged
2014-06-02 07:09:00,79.118,True,True,Critical: Both methods flagged
2014-06-02 08:09:00,85.78399999999998,True,True,Critical: Both methods flagged
2014-06-02 09:09:00,85.787,True,True,Critical: Both methods flagged
2014-06-02 11:09:00,85.666,True,True,Critical: Both methods flagged
2014-06-02 12:09:00,85.833,True,True,Critical: Both methods flagged
2014-06-02 13:09:00,92.833,True,True,Critical: Both methods flagged
2014-06-02 14:09:00,85.833,True,True,Critical: Both methods flagged
2014-06-02 15:09:00,86.051,True,True,Critical: Both methods flagged
2014-06-02 16:09:00,92.833,True,True,Critical: Both methods flagged
2014-06-02 17:09:00,92.833,True,True,Critical: Both methods flagged
2014-06-02 18:09:00,86.45100000000002,True,True,Critical: Both methods flagged
2014-06-02 19:09:00,85.833,True,True,Critical: Both methods flagged
2014-06-02 20:09:00,86.387,True,True,Critical: Both methods flagged
2014-06-02 21:09:00,85.714,True,True,Critical: Both methods flagged
2014-06-02 22:09:00,92.623,True,True,Critical: Both methods flagged
2014-06-02 23:09:00,92.881,True,True,Critical: Both methods flagged
2014-06-03 00:09:00,85.66799999999998,True,True,Critical: Both methods flagged
2014-06-03 01:09:00,92.787,True,True,Critical: Both methods flagged
2014-06-03 03:09:00,86.051,True,True,Critical: Both methods flagged
2014-06-03 04:09:00,92.787,True,True,Critical: Both methods flagged
2014-06-03 05:09:00,92.833,True,True,Critical: Both methods flagged
2014-06-03 07:09:00,93.0,True,True,Critical: Both methods flagged
2014-06-03 08:09:00,93.0,True,True,Critical: Both methods flagged
2014-06-03 10:09:00,85.667,True,True,Critical: Both methods flagged
2014-06-03 11:09:00,93.0,True,True,Critical: Both methods flagged
2014-06-03 12:09:00,92.833,True,True,Critical: Both methods flagged
2014-06-03 13:09:00,92.833,True,True,Critical: Both methods flagged
2014-06-03 14:09:00,92.833,True,True,Critical: Both methods flagged
2014-06-03 15:09:00,92.833,True,True,Critical: Both methods flagged
2014-06-03 16:09:00,93.0,True,True,Critical: Both methods flagged
2014-06-03 16:59:00,72.72,True,False,Warning: Statistical threshold
2014-06-03 17:04:00,100.0,True,True,Critical: Both methods flagged
2014-06-03 17:09:00,100.0,True,True,Critical: Both methods flagged
2014-06-03 17:14:00,74.7538,True,False,Warning: Statistical threshold
2014-06-03 17:19:00,86.333,True,True,Critical: Both methods flagged
2014-06-04 16:44:00,71.93,True,False,Warning: Statistical threshold
2014-06-06 03:09:00,73.833,True,False,Warning: Statistical threshold
2014-06-06 15:59:00,72.936,True,False,Warning: Statistical threshold
2014-06-06 16:04:00,100.0,True,True,Critical: Both methods flagged
2014-06-06 16:09:00,79.0,True,True,Critical: Both methods flagged
2014-06-06 22:09:00,73.111,True,False,Warning: Statistical threshold
2014-06-07 00:09:00,73.005,True,False,Warning: Statistical threshold
2014-06-07 01:09:00,73.165,True,False,Warning: Statistical threshold
2014-06-07 02:09:00,71.01,True,False,Warning: Statistical threshold
2014-06-07 03:09:00,73.06,True,False,Warning: Statistical threshold
2014-06-07 04:09:00,73.833,True,False,Warning: Statistical threshold
2014-06-07 05:09:00,73.053,True,False,Warning: Statistical threshold
2014-06-07 06:09:00,72.668,True,False,Warning: Statistical threshold
2014-06-07 07:09:00,74.434,True,False,Warning: Statistical threshold
2014-06-07 08:09:00,72.655,True,False,Warning: Statistical threshold
2014-06-07 09:09:00,72.946,True,False,Warning: Statistical threshold
2014-06-07 10:09:00,73.167,True,False,Warning: Statistical threshold
2014-06-07 11:09:00,73.167,True,False,Warning: Statistical threshold
2014-06-07 12:09:00,72.94,True,False,Warning: Statistical threshold
2014-06-07 13:09:00,71.304,True,False,Warning: Statistical threshold
2014-06-07 14:09:00,72.835,True,False,Warning: Statistical threshold
2014-06-07 15:09:00,72.95100000000002,True,False,Warning: Statistical threshold
2014-06-07 16:09:00,72.667,True,False,Warning: Statistical threshold
2014-06-07 17:09:00,81.252,True,True,Critical: Both methods flagged
2014-06-07 18:09:00,73.003,True,False,Warning: Statistical threshold
2014-06-07 19:09:00,79.0,True,True,Critical: Both methods flagged
2014-06-07 20:09:00,78.782,True,True,Critical: Both methods flagged
2014-06-07 21:09:00,73.333,True,False,Warning: Statistical threshold
2014-06-07 22:09:00,79.5,True,True,Critical: Both methods flagged
2014-06-07 23:09:00,72.615,True,False,Warning: Statistical threshold
2014-06-08 00:09:00,79.615,True,True,Critical: Both methods flagged
2014-06-08 01:09:00,73.333,True,False,Warning: Statistical threshold
2014-06-08 02:09:00,80.167,True,True,Critical: Both methods flagged
2014-06-08 03:09:00,79.107,True,True,Critical: Both methods flagged
2014-06-08 04:09:00,86.333,True,True,Critical: Both methods flagged
2014-06-08 05:09:00,79.615,True,True,Critical: Both methods flagged
2014-06-08 06:09:00,85.833,True,True,Critical: Both methods flagged
2014-06-08 07:09:00,79.666,True,True,Critical: Both methods flagged
2014-06-08 08:09:00,86.04799999999999,True,True,Critical: Both methods flagged
2014-06-08 09:09:00,87.053,True,True,Critical: Both methods flagged
2014-06-08 10:09:00,86.666,True,True,Critical: Both methods flagged
2014-06-08 11:09:00,86.334,True,True,Critical: Both methods flagged
2014-06-08 12:09:00,87.10700000000001,True,True,Critical: Both methods flagged
2014-06-08 13:09:00,86.115,True,True,Critical: Both methods flagged
2014-06-08 14:09:00,85.834,True,True,Critical: Both methods flagged
2014-06-08 15:09:00,86.5,True,True,Critical: Both methods flagged
2014-06-08 16:09:00,86.115,True,True,Critical: Both methods flagged
2014-06-08 17:09:00,86.448,True,True,Critical: Both methods flagged
2014-06-08 18:09:00,85.37,True,True,Critical: Both methods flagged
2014-06-08 19:09:00,86.0,True,True,Critical: Both methods flagged
2014-06-08 20:09:00,87.0,True,True,Critical: Both methods flagged
2014-06-08 21:09:00,85.667,True,True,Critical: Both methods flagged
2014-06-08 22:09:00,93.167,True,True,Critical: Both methods flagged
2014-06-08 23:09:00,86.057,True,True,Critical: Both methods flagged
2014-06-09 00:09:00,86.666,True,True,Critical: Both methods flagged
2014-06-09 01:09:00,86.167,True,True,Critical: Both methods flagged
2014-06-09 02:09:00,93.167,True,True,Critical: Both methods flagged
2014-06-09 03:09:00,94.667,True,True,Critical: Both methods flagged
2014-06-09 04:09:00,86.448,True,True,Critical: Both methods flagged
2014-06-09 05:09:00,93.22,True,True,Critical: Both methods flagged
2014-06-09 06:09:00,86.115,True,True,Critical: Both methods flagged
2014-06-09 07:09:00,93.167,True,True,Critical: Both methods flagged
2014-06-09 08:09:00,93.833,True,True,Critical: Both methods flagged
2014-06-09 09:09:00,93.167,True,True,Critical: Both methods flagged
2014-06-09 10:09:00,93.167,True,True,Critical: Both methods flagged
2014-06-09 11:09:00,93.0,True,True,Critical: Both methods flagged
2014-06-09 12:09:00,93.39,True,True,Critical: Both methods flagged
2014-06-09 13:09:00,93.333,True,True,Critical: Both methods flagged
